CVEGEO,ndvi_2026,ndvi_2020,ndbi_2026,delta_ndvi
0901600010016,0.34054166708003814,0.33588313949281967,-0.01570827493202333,0.004658527587218464
0901600010196,0.2291680300253422,0.2455036954152045,-0.005229589718585907,-0.01633566538986231
0901000010135,0.13519441310756633,0.13063831787328953,0.012941087803980135,0.004556095234276802
0901400010806,0.13170979500546837,0.12398029675254849,0.019802139726145283,0.007729498252919881
0900600010984,0.13941555275441775,0.13455811106691173,0.0372478852543852,0.0048574416875060145
0900600010289,0.09609883620637899,0.09322529909751046,0.058417883155287426,0.0028735371088685346
0900600011094,0.08952717391573889,0.09259568816650945,0.06275933627932845,-0.0030685142507705654
090170001112A,0.10535746768993491,0.1052377967599642,0.04215128786056704,0.00011967092997071382
0901700010973,0.13143314067559983,0.13284658523210455,0.024057215464556032,-0.0014134445565047171
0900500011576,0.11046693990050888,0.10554449184993585,0.05010227032298198,0.004922448050573028
0900500011792,0.13150800599918305,0.12037278275664254,0.02586671793471565,0.011135223242540515
0900500011805,0.08206130161724368,0.07757192833564495,0.063103021974461,0.004489373281598721
0901600010622,0.13312539233208448,0.13918516049297094,0.05241110779319866,-0.006059768160886464
0900300010249,0.14145201933956664,0.14713659332154017,0.0003807122281810183,-0.005684573981973529
0900700011176,0.11204374705422299,0.108214091384696,0.043700725596939265,0.0038296556695269907
0900700015249,0.08536165400409816,0.08377006589982548,0.03805745401068847,0.0015915881042726787
0900700010055,0.095108785339061,0.09006811039905116,0.05161880878719352,0.005040674940009843
0901700010371,0.11337843703388929,0.1109590878059878,0.049628508978576576,0.0024193492279014905
0901500010752,0.07404885618210671,0.06987907800273944,0.08857304978398166,0.00416977817936727
090030001061A,0.11079050654862224,0.10833054585603642,0.05309886583536298,0.002459960692585819
0900700014147,0.1395444574874717,0.14066934662979919,0.024132015788322924,-0.0011248891423274732
090070001134A,0.10275512263428935,0.10271244145362389,0.049259126131575924,4.268118066545756e-05
0900700012649,0.07587928314958786,0.07558622033280028,0.07136865054702868,0.00029306281678757873
0900700010746,0.12623218087083893,0.11670864093339649,0.05808431066182065,0.00952353993744244
1505800011984,0.11284071748159816,0.14174761478611028,0.06321907171120413,-0.028906897304512125
0900600010185,0.07506339209016533,0.07150573270875618,0.05944372932801059,0.003557659381409145
0900600010166,0.11265697637935737,0.11592218170713892,0.048309024953394925,-0.003265205327781545
0900600010255,0.11580600098929136,0.12195608521257612,0.046278698899129625,-0.006150084223284752
0900600010274,0.10593218268852511,0.10487147079438104,0.05908506874749333,0.0010607118941440702
0900600010490,0.11739480064792386,0.11170955510990316,0.05125005215424383,0.005685245538020703
0900600011198,0.1175832750116499,0.11734951975137596,0.03689806403812023,0.00023375526027394344
0900600010787,0.10428887005713415,0.10063656791709583,0.06175816771966717,0.0036523021400383243
0900600010170,0.11524155411109906,0.12104093744687192,0.04254774846764043,-0.005799383335772859
090060001026A,0.09710857678608965,0.09572408767543883,0.051733926186420566,0.0013844891106508245
090060001033A,0.09297207475318038,0.09939314543093887,0.06254975768630215,-0.006421070677758489
0900200010824,0.11999628320099667,0.11478170397346119,0.03767960387721303,0.005214579227535487
0901700010070,0.11978633984321456,0.11479541945276013,0.025807240321097328,0.004990920390454429
0901700011219,0.10510217357706382,0.10633379660327015,0.052627285576520424,-0.00123162302620633
0901700011242,0.10382848996039172,0.09858933227470999,0.04762105978652103,0.005239157685681728
0901700011261,0.11423922937593495,0.13030115651681928,0.049837393244308345,-0.016061927140884336
0901700011276,0.11294693097535333,0.10960212218517303,0.05111410959165986,0.003344808790180301
0901700011399,0.0680131718347975,0.06620870242120289,0.063806321551936,0.0018044694135946199
0901700011416,0.12431015029023446,0.12462451345288321,0.037869144075933864,-0.00031436316264875364
0901700010206,0.1445665680318384,0.12171773023090787,0.03260267164684066,0.022848837800930527
0901700011238,0.11908030060534251,0.11294456760141756,0.0404777926622815,0.006135733003924948
0901700010189,0.13751160955003747,0.12350791319476426,0.02766063824780322,0.01400369635527321
0901700010475,0.06773486151303754,0.06546969128242111,0.06431103059044946,0.0022651702306164256
0901700010526,0.09689148852970969,0.09592387822321936,0.04776112511365599,0.0009676103064903269
0901700010278,0.11425454265994131,0.10576779619931315,0.04788830189315749,0.008486746460628164
